,user,mood,genre
354,54,sad,0
355,54,surprised,0
356,54,neutral,0
357,55,angry,0
358,55,disgusted,0
359,55,fearful,0
360,55,happy,0
361,55,sad,0
362,55,surprised,0
363,55,neutral,0
364,57,angry,0
365,57,disgusted,0
366,57,fearful,0
367,57,happy,0
368,57,sad,0
369,57,surprised,0
370,57,neutral,0
371,58,angry,0
372,58,disgusted,0
373,58,fearful,0
374,58,happy,0
375,58,sad,0
376,58,surprised,0
377,58,neutral,0
378,59,angry,0
379,59,disgusted,0
380,59,fearful,0
381,59,happy,0
382,59,sad,0
383,59,surprised,0
384,59,neutral,0
385,60,angry,0
386,60,disgusted,0
387,60,fearful,0
388,60,happy,0
389,60,sad,0
390,60,surprised,0
391,60,neutral,0
392,61,angry,0
393,61,disgusted,0
394,61,fearful,0
395,61,happy,0
396,61,sad,0
397,61,surprised,0
398,61,neutral,0
399,62,angry,0
400,62,disgusted,0
401,62,fearful,0
402,62,happy,0
403,62,sad,0
404,62,surprised,0
405,62,neutral,0
406,63,angry,0
407,63,disgusted,0
408,63,fearful,0
409,63,happy,0
410,63,sad,0
411,63,surprised,0
412,63,neutral,0
413,64,angry,0
414,64,disgusted,0
415,64,fearful,0
416,64,happy,0
417,64,sad,0
418,64,surprised,0
419,64,neutral,0
420,65,angry,0
421,65,disgusted,0
422,65,fearful,0
423,65,happy,0
424,65,sad,0
425,65,surprised,0
426,65,neutral,0
427,66,angry,0
428,66,disgusted,0
429,66,fearful,0
430,66,happy,0
431,66,sad,0
432,66,surprised,0
433,66,neutral,0
434,68,angry,0
435,68,disgusted,0
436,68,fearful,0
437,68,happy,0
438,68,sad,0
439,68,surprised,0
440,68,neutral,0
441,69,angry,0
442,69,disgusted,0
443,69,fearful,0
444,69,happy,0
445,69,sad,0
446,69,surprised,0
447,69,neutral,0
448,70,angry,0
449,70,disgusted,0
450,70,fearful,0
451,70,happy,0
452,70,sad,0
453,70,surprised,0
454,70,neutral,0
455,71,angry,0
456,71,disgusted,0
457,71,fearful,0
458,71,happy,0
459,71,sad,0
460,71,surprised,0
461,71,neutral,0
462,72,angry,0
463,72,disgusted,0
464,72,fearful,0
465,72,happy,0
466,72,sad,0
467,72,surprised,0
468,72,neutral,0
469,73,angry,0
470,73,disgusted,0
471,73,fearful,0
472,73,happy,0
473,73,sad,0
474,73,surprised,0
475,73,neutral,0
476,74,angry,0
477,74,disgusted,0
478,74,fearful,0
479,74,happy,0
480,74,sad,0
481,74,surprised,0
482,74,neutral,0
483,75,angry,0
484,75,disgusted,0
485,75,fearful,0
486,75,happy,0
487,75,sad,0
488,75,surprised,0
489,75,neutral,0
490,76,angry,0
491,76,disgusted,0
492,76,fearful,0
493,76,happy,0
494,76,sad,0
495,76,surprised,0
496,76,neutral,0
497,78,angry,0
498,78,disgusted,0
499,78,fearful,0
500,78,happy,0
501,78,sad,0
502,78,surprised,0
503,78,neutral,0
504,79,angry,0
505,79,disgusted,0
506,79,fearful,0
507,79,happy,0
508,79,sad,0
509,79,surprised,0
510,79,neutral,0
511,80,angry,0
512,80,disgusted,0
513,80,fearful,0
514,80,happy,0
515,80,sad,0
516,80,surprised,0
517,80,neutral,0
518,81,angry,0
519,81,disgusted,0
520,81,fearful,0
521,81,happy,0
522,81,sad,0
523,81,surprised,0
524,81,neutral,0
525,82,angry,0
526,82,disgusted,0
527,82,fearful,0
528,82,happy,0
529,82,sad,0
530,82,surprised,0
531,82,neutral,0
532,83,angry,0
533,83,disgusted,0
534,83,fearful,0
535,83,happy,0
536,83,sad,0
537,83,surprised,0
538,83,neutral,0
539,84,angry,0
540,84,disgusted,0
541,84,fearful,0
542,84,happy,0
543,84,sad,0
544,84,surprised,0
545,84,neutral,0
546,85,angry,0
547,85,disgusted,0
548,85,fearful,0
549,85,happy,0
550,85,sad,0
551,85,surprised,0
552,85,neutral,0
553,86,angry,0
554,86,disgusted,0
555,86,fearful,0
556,86,happy,0
557,86,sad,0
558,86,surprised,0
559,86,neutral,0
560,87,angry,0
561,87,disgusted,0
562,87,fearful,0
563,87,happy,0
564,87,sad,0
565,87,surprised,0
566,87,neutral,0
567,88,angry,0
568,88,disgusted,0
569,88,fearful,0
570,88,happy,0
571,88,sad,0
572,88,surprised,0
573,88,neutral,0
574,89,angry,0
575,89,disgusted,0
576,89,fearful,0
577,89,happy,0
578,89,sad,0
579,89,surprised,0
580,89,neutral,0
581,90,angry,0
582,90,disgusted,0
583,90,fearful,0
584,90,happy,0
585,90,sad,0
586,90,surprised,0
587,90,neutral,0
588,92,angry,0
589,92,disgusted,0
590,92,fearful,0
591,92,happy,0
592,92,sad,0
593,92,surprised,0
594,92,neutral,0
595,93,angry,0
596,93,disgusted,0
597,93,fearful,0
598,93,happy,0
599,93,sad,0
600,93,surprised,0
601,93,neutral,0
602,94,angry,0
603,94,disgusted,0
604,94,fearful,0
605,94,happy,0
606,94,sad,0
607,94,surprised,0
608,94,neutral,0
609,95,angry,0
610,95,disgusted,0
611,95,fearful,0
612,95,happy,0
613,95,sad,0
614,95,surprised,0
615,95,neutral,0
616,96,angry,0
617,96,disgusted,0
618,96,fearful,0
619,96,happy,0
620,96,sad,0
621,96,surprised,0
622,96,neutral,0
623,97,angry,0
624,97,disgusted,0
625,97,fearful,0
626,97,happy,0
627,97,sad,0
628,97,surprised,0
629,97,neutral,0
630,100,angry,0
631,100,disgusted,0
632,100,fearful,0
633,100,happy,0
634,100,sad,0
635,100,surprised,0
636,100,neutral,0
637,101,angry,0
638,101,disgusted,0
639,101,fearful,0
640,101,happy,0
641,101,sad,0
642,101,surprised,0
643,101,neutral,0
644,102,angry,0
645,102,disgusted,0
646,102,fearful,0
647,102,happy,0
648,102,sad,0
649,102,surprised,0
650,102,neutral,0
651,103,angry,0
652,103,disgusted,0
653,103,fearful,0
654,103,happy,0
655,103,sad,0
656,103,surprised,0
657,103,neutral,0
658,104,angry,0
659,104,disgusted,0
660,104,fearful,0
661,104,happy,0
662,104,sad,0
663,104,surprised,0
664,104,neutral,0
665,105,angry,0
666,105,disgusted,0
667,105,fearful,0
668,105,happy,0
669,105,sad,0
670,105,surprised,0
671,105,neutral,0
672,107,angry,0
673,107,disgusted,0
674,107,fearful,0
675,107,happy,0
676,107,sad,0
677,107,surprised,0
678,107,neutral,0
679,108,angry,0
680,108,disgusted,0
681,108,fearful,0
682,108,happy,0
683,108,sad,0
684,108,surprised,0
685,108,neutral,0
686,110,angry,0
687,110,disgusted,0
688,110,fearful,0
689,110,happy,0
690,110,sad,0
691,110,surprised,0
692,110,neutral,0
693,111,angry,0
694,111,disgusted,0
695,111,fearful,0
696,111,happy,0
697,111,sad,0
698,111,surprised,0
699,111,neutral,0
700,112,angry,0
701,112,disgusted,0
702,112,fearful,0
703,112,happy,0
704,112,sad,0
705,112,surprised,0
706,112,neutral,0
707,113,angry,0
708,113,disgusted,0
709,113,fearful,0
710,113,happy,0
711,113,sad,0
712,113,surprised,0
713,113,neutral,0
714,114,angry,0
715,114,disgusted,0
716,114,fearful,0
717,114,happy,0
718,114,sad,0
719,114,surprised,0
720,114,neutral,0
721,115,angry,0
722,115,disgusted,0
723,115,fearful,0
724,115,happy,0
725,115,sad,0
726,115,surprised,0
727,115,neutral,0
728,116,angry,0
729,116,disgusted,0
730,116,fearful,0
731,116,happy,0
732,116,sad,0
733,116,surprised,0
734,116,neutral,0
735,117,angry,0
736,117,disgusted,0
737,117,fearful,0
738,117,happy,0
739,117,sad,0
740,117,surprised,0
741,117,neutral,0
742,118,angry,0
743,118,disgusted,0
744,118,fearful,0
745,118,happy,0
746,118,sad,0
747,118,surprised,0
748,118,neutral,0
749,121,angry,0
750,121,disgusted,0
751,121,fearful,0
752,121,happy,0
753,121,sad,0
754,121,surprised,0
755,121,neutral,0
756,122,angry,0
757,122,disgusted,0
758,122,fearful,0
759,122,happy,0
760,122,sad,0
761,122,surprised,0
762,122,neutral,0
763,123,angry,0
764,123,disgusted,0
765,123,fearful,0
766,123,happy,0
767,123,sad,0
768,123,surprised,0
769,123,neutral,0
770,124,angry,0
771,124,disgusted,0
772,124,fearful,0
773,124,happy,0
774,124,sad,0
775,124,surprised,0
776,124,neutral,0
777,125,angry,0
778,125,disgusted,0
779,125,fearful,0
780,125,happy,0
781,125,sad,0
782,125,surprised,0
783,125,neutral,0
784,126,angry,0
785,126,disgusted,0
786,126,fearful,0
787,126,happy,0
788,126,sad,0
789,126,surprised,0
790,126,neutral,0
791,129,angry,0
792,129,disgusted,0
793,129,fearful,0
794,129,happy,0
795,129,sad,0
796,129,surprised,0
797,129,neutral,0
798,131,angry,0
799,131,disgusted,0
800,131,fearful,0
801,131,happy,0
802,131,sad,0
803,131,surprised,0
804,131,neutral,0
805,132,angry,0
806,132,disgusted,0
807,132,fearful,0
808,132,happy,0
809,132,sad,0
810,132,surprised,0
811,132,neutral,0
812,135,angry,0
813,135,disgusted,0
814,135,fearful,0
815,135,happy,0
816,135,sad,0
817,135,surprised,0
818,135,neutral,0
819,137,angry,0
820,137,disgusted,0
821,137,fearful,0
822,137,happy,0
823,137,sad,0
824,137,surprised,0
825,137,neutral,0
826,138,angry,0
827,138,disgusted,0
828,138,fearful,0
829,138,happy,0
830,138,sad,0
831,138,surprised,0
832,138,neutral,0
833,140,angry,0
834,140,disgusted,0
835,140,fearful,0
836,140,happy,0
837,140,sad,0
838,140,surprised,0
839,140,neutral,0
840,141,angry,0
841,141,disgusted,0
842,141,fearful,0
843,141,happy,0
844,141,sad,0
845,141,surprised,0
846,141,neutral,0
847,144,angry,0
848,144,disgusted,0
849,144,fearful,0
850,144,happy,0
851,144,sad,0
852,144,surprised,0
853,144,neutral,0
854,145,angry,0
855,145,disgusted,0
856,145,fearful,0
857,145,happy,0
858,145,sad,0
859,145,surprised,0
860,145,neutral,0
861,146,angry,0
862,146,disgusted,0
863,146,fearful,0
864,146,happy,0
865,146,sad,0
866,146,surprised,0
867,146,neutral,0
868,147,angry,0
869,147,disgusted,0
870,147,fearful,0
871,147,happy,0
872,147,sad,0
873,147,surprised,0
874,147,neutral,0
875,149,angry,0
876,149,disgusted,0
877,149,fearful,0
878,149,happy,0
879,149,sad,0
880,149,surprised,0
881,149,neutral,0
882,150,angry,0
883,150,disgusted,0
884,150,fearful,0
885,150,happy,0
886,150,sad,0
887,150,surprised,0
888,150,neutral,0
889,151,angry,0
890,151,disgusted,0
891,151,fearful,0
892,151,happy,0
893,151,sad,0
894,151,surprised,0
895,151,neutral,0
896,152,angry,0
897,152,disgusted,0
898,152,fearful,0
899,152,happy,0
900,152,sad,0
901,152,surprised,0
902,152,neutral,0
903,153,angry,0
904,153,disgusted,0
905,153,fearful,0
906,153,happy,0
907,153,sad,0
908,153,surprised,0
909,153,neutral,0
910,154,angry,0
911,154,disgusted,0
912,154,fearful,0
913,154,happy,0
914,154,sad,0
915,154,surprised,0
916,154,neutral,0
917,155,angry,0
918,155,disgusted,0
919,155,fearful,0
920,155,happy,0
921,155,sad,0
922,155,surprised,0
923,155,neutral,0
924,156,angry,0
925,156,disgusted,0
926,156,fearful,0
927,156,happy,0
928,156,sad,0
929,156,surprised,0
930,156,neutral,0
931,157,angry,0
932,157,disgusted,0
933,157,fearful,0
934,157,happy,0
935,157,sad,0
936,157,surprised,0
937,157,neutral,0
938,158,angry,0
939,158,disgusted,0
940,158,fearful,0
941,158,happy,0
942,158,sad,0
943,158,surprised,0
944,158,neutral,0
945,159,angry,0
946,159,disgusted,0
947,159,fearful,0
948,159,happy,0
949,159,sad,0
950,159,surprised,0
951,159,neutral,0
952,160,angry,0
953,160,disgusted,0
954,160,fearful,0
955,160,happy,0
956,160,sad,0
957,160,surprised,0
958,160,neutral,0
959,161,angry,0
960,161,disgusted,0
961,161,fearful,0
962,161,happy,0
963,161,sad,0
964,161,surprised,0
965,161,neutral,0
966,162,angry,0
967,162,disgusted,0
968,162,fearful,0
969,162,happy,0
970,162,sad,0
971,162,surprised,0
972,162,neutral,0
973,163,angry,0
974,163,disgusted,0
975,163,fearful,0
976,163,happy,0
977,163,sad,0
978,163,surprised,0
979,163,neutral,0
980,164,angry,0
981,164,disgusted,0
982,164,fearful,0
983,164,happy,0
984,164,sad,0
985,164,surprised,0
986,164,neutral,0
987,165,angry,0
988,165,disgusted,0
989,165,fearful,0
990,165,happy,0
991,165,sad,0
992,165,surprised,0
993,165,neutral,0
994,166,angry,0
995,166,disgusted,0
996,166,fearful,0
997,166,happy,0
998,166,sad,0
999,166,surprised,0
1000,166,neutral,0
1001,168,angry,0
1002,168,disgusted,0
1003,168,fearful,0
1004,168,happy,0
1005,168,sad,0
1006,168,surprised,0
1007,168,neutral,0
1008,169,angry,0
1009,169,disgusted,0
1010,169,fearful,0
1011,169,happy,0
1012,169,sad,0
1013,169,surprised,0
1014,169,neutral,0
1015,170,angry,0
1016,170,disgusted,0
1017,170,fearful,0
1018,170,happy,0
1019,170,sad,0
1020,170,surprised,0
1021,170,neutral,0
1022,171,angry,0
1023,171,disgusted,0
1024,171,fearful,0
1025,171,happy,0
1026,171,sad,0
1027,171,surprised,0
1028,171,neutral,0
1029,172,angry,0
1030,172,disgusted,0
1031,172,fearful,0
1032,172,happy,0
1033,172,sad,0
1034,172,surprised,0
1035,172,neutral,0
1036,173,angry,0
1037,173,disgusted,0
1038,173,fearful,0
1039,173,happy,0
1040,173,sad,0
1041,173,surprised,0
1042,173,neutral,0
1043,174,angry,0
1044,174,disgusted,0
1045,174,fearful,0
1046,174,happy,0
1047,174,sad,0
1048,174,surprised,0
1049,174,neutral,0
1050,175,angry,0
1051,175,disgusted,0
1052,175,fearful,0
1053,175,happy,0
1054,175,sad,0
1055,175,surprised,0
1056,175,neutral,0
1057,176,angry,0
1058,176,disgusted,0
1059,176,fearful,0
1060,176,happy,0
1061,176,sad,0
1062,176,surprised,0
1063,176,neutral,0
1064,177,angry,0
1065,177,disgusted,0
1066,177,fearful,0
1067,177,happy,0
1068,177,sad,0
1069,177,surprised,0
1070,177,neutral,0
1071,178,angry,0
1072,178,disgusted,0
1073,178,fearful,0
1074,178,happy,0
1075,178,sad,0
1076,178,surprised,0
1077,178,neutral,0
1078,179,angry,0
1079,179,disgusted,0
1080,179,fearful,0
1081,179,happy,0
1082,179,sad,0
1083,179,surprised,0
1084,179,neutral,0
1085,180,angry,0
1086,180,disgusted,0
1087,180,fearful,0
1088,180,happy,0
1089,180,sad,0
1090,180,surprised,0
1091,180,neutral,0
1092,181,angry,0
1093,181,disgusted,0
1094,181,fearful,0
1095,181,happy,0
1096,181,sad,0
1097,181,surprised,0
1098,181,neutral,0
1099,182,angry,0
1100,182,disgusted,0
1101,182,fearful,0
1102,182,happy,0
1103,182,sad,0
1104,182,surprised,0
1105,182,neutral,0
1106,183,angry,0
1107,183,disgusted,0
1108,183,fearful,0
1109,183,happy,0
1110,183,sad,0
1111,183,surprised,0
1112,183,neutral,0
1113,184,angry,0
1114,184,disgusted,0
1115,184,fearful,0
1116,184,happy,0
1117,184,sad,0
1118,184,surprised,0
1119,184,neutral,0
1120,185,angry,0
1121,185,disgusted,0
1122,185,fearful,0
1123,185,happy,0
1124,185,sad,0
1125,185,surprised,0
1126,185,neutral,0
1127,186,angry,0
1128,186,disgusted,0
1129,186,fearful,0
1130,186,happy,0
1131,186,sad,0
1132,186,surprised,0
1133,186,neutral,0
1134,187,angry,0
1135,187,disgusted,0
1136,187,fearful,0
1137,187,happy,0
1138,187,sad,0
1139,187,surprised,0
1140,187,neutral,0
1141,188,angry,0
1142,188,disgusted,0
1143,188,fearful,0
1144,188,happy,0
1145,188,sad,0
1146,188,surprised,0
1147,188,neutral,0
1148,190,angry,0
1149,190,disgusted,0
1150,190,fearful,0
1151,190,happy,0
1152,190,sad,0
1153,190,surprised,0
1154,190,neutral,0
1155,191,angry,0
1156,191,disgusted,0
1157,191,fearful,0
1158,191,happy,0
1159,191,sad,0
1160,191,surprised,0
1161,191,neutral,0
1162,193,angry,0
1163,193,disgusted,0
1164,193,fearful,0
1165,193,happy,0
1166,193,sad,0
1167,193,surprised,0
1168,193,neutral,0
1169,194,angry,0
1170,194,disgusted,0
1171,194,fearful,0
1172,194,happy,0
1173,194,sad,0
1174,194,surprised,0
1175,194,neutral,0
1176,195,angry,0
1177,195,disgusted,0
1178,195,fearful,0
1179,195,happy,0
1180,195,sad,0
1181,195,surprised,0
1182,195,neutral,0
1183,196,angry,0
1184,196,disgusted,0
1185,196,fearful,0
1186,196,happy,0
1187,196,sad,0
1188,196,surprised,0
1189,196,neutral,0
1190,198,angry,0
1191,198,disgusted,0
1192,198,fearful,0
1193,198,happy,0
1194,198,sad,0
1195,198,surprised,0
1196,198,neutral,0
1197,199,angry,0
1198,199,disgusted,0
1199,199,fearful,0
1200,199,happy,0
1201,199,sad,0
1202,199,surprised,0
1203,199,neutral,0
1204,200,angry,0
1205,200,disgusted,0
1206,200,fearful,0
1207,200,happy,0
1208,200,sad,0
1209,200,surprised,0
1210,200,neutral,0
1211,201,angry,0
1212,201,disgusted,0
1213,201,fearful,0
1214,201,happy,0
1215,201,sad,0
1216,201,surprised,0
1217,201,neutral,0
1218,202,angry,0
1219,202,disgusted,0
1220,202,fearful,0
1221,202,happy,0
1222,202,sad,0
1223,202,surprised,0
1224,202,neutral,0
1225,203,angry,0
1226,203,disgusted,0
1227,203,fearful,0
1228,203,happy,0
1229,203,sad,0
1230,203,surprised,0
1231,203,neutral,0
1232,204,angry,0
1233,204,disgusted,0
1234,204,fearful,0
1235,204,happy,0
1236,204,sad,0
1237,204,surprised,0
1238,204,neutral,0
1239,205,angry,0
1240,205,disgusted,0
1241,205,fearful,0
1242,205,happy,0
1243,205,sad,0
1244,205,surprised,0
1245,205,neutral,0
1246,206,angry,0
1247,206,disgusted,0
1248,206,fearful,0
1249,206,happy,0
1250,206,sad,0
1251,206,surprised,0
1252,206,neutral,0
1253,207,angry,0
1254,207,disgusted,0
1255,207,fearful,0
1256,207,happy,0
1257,207,sad,0
1258,207,surprised,0
1259,207,neutral,0
1260,208,angry,0
1261,208,disgusted,0
1262,208,fearful,0
1263,208,happy,0
1264,208,sad,0
1265,208,surprised,0
1266,208,neutral,0
1267,209,angry,0
1268,209,disgusted,0
1269,209,fearful,0
1270,209,happy,0
1271,209,sad,0
1272,209,surprised,0
1273,209,neutral,0
1274,210,angry,0
1275,210,disgusted,0
1276,210,fearful,0
1277,210,happy,0
1278,210,sad,0
1279,210,surprised,0
1280,210,neutral,0
1281,211,angry,0
1282,211,disgusted,0
1283,211,fearful,0
1284,211,happy,0
1285,211,sad,0
1286,211,surprised,0
1287,211,neutral,0
1288,212,angry,0
1289,212,disgusted,0
1290,212,fearful,0
1291,212,happy,0
1292,212,sad,0
1293,212,surprised,0
1294,212,neutral,0
1295,213,angry,0
1296,213,disgusted,0
1297,213,fearful,0
1298,213,happy,0
1299,213,sad,0
1300,213,surprised,0
1301,213,neutral,0
1302,214,angry,0
1303,214,disgusted,0
1304,214,fearful,0
1305,214,happy,0
1306,214,sad,0
1307,214,surprised,0
1308,214,neutral,0
1309,215,angry,0
1310,215,disgusted,0
1311,215,fearful,0
1312,215,happy,0
1313,215,sad,0
1314,215,surprised,0
1315,215,neutral,0
1316,216,angry,0
1317,216,disgusted,0
1318,216,fearful,0
1319,216,happy,0
1320,216,sad,0
1321,216,surprised,0
1322,216,neutral,0
1323,217,angry,0
1324,217,disgusted,0
1325,217,fearful,0
1326,217,happy,0
1327,217,sad,0
1328,217,surprised,0
1329,217,neutral,0
1330,218,angry,0
1331,218,disgusted,0
1332,218,fearful,0
1333,218,happy,0
1334,218,sad,0
1335,218,surprised,0
1336,218,neutral,0
1337,219,angry,0
1338,219,disgusted,0
1339,219,fearful,0
1340,219,happy,0
1341,219,sad,0
1342,219,surprised,0
1343,219,neutral,0
1344,220,angry,0
1345,220,disgusted,0
1346,220,fearful,0
1347,220,happy,0
1348,220,sad,0
1349,220,surprised,0
1350,220,neutral,0
1351,222,angry,0
1352,222,disgusted,0
1353,222,fearful,0
1354,222,happy,0
1355,222,sad,0
1356,222,surprised,0
1357,222,neutral,0
1358,223,angry,0
1359,223,disgusted,0
1360,223,fearful,0
1361,223,happy,0
1362,223,sad,0
1363,223,surprised,0
1364,223,neutral,0
1365,224,angry,0
1366,224,disgusted,0
1367,224,fearful,0
1368,224,happy,0
1369,224,sad,0
1370,224,surprised,0
1371,224,neutral,0
1372,225,angry,0
1373,225,disgusted,0
1374,225,fearful,0
1375,225,happy,0
1376,225,sad,0
1377,225,surprised,0
1378,225,neutral,0
1379,226,angry,0
1380,226,disgusted,0
1381,226,fearful,0
1382,226,happy,0
1383,226,sad,0
1384,226,surprised,0
1385,226,neutral,0
1386,227,angry,0
1387,227,disgusted,0
1388,227,fearful,0
1389,227,happy,0
1390,227,sad,0
1391,227,surprised,0
1392,227,neutral,0
1393,228,angry,0
1394,228,disgusted,0
1395,228,fearful,0
